id,description
T-94/20,"Judgment of 8 March 2023, Campine and Campine Recycling / Commission (T-94/20) ECLI:EU:T:2023:110APPEAL :  C-306/23"
T-95/20,"Judgment of 15 September 2021, Kazembe Musonda / Council (T-95/20) ECLI:EU:T:2021:570"
T-96/20,"Judgment of 1 September 2021, Gruppe Nymphenburg Consult / EUIPO (LimbicÂ® Types) (T-96/20, PubliÃ© au Recueil numÃ©rique) ECLI:EU:T:2021:527"
T-97/20,"Judgment of 15 September 2021, Kande Mupompa / Council (T-97/20) ECLI:EU:T:2021:573"
T-98/20,"Judgment of 10 February 2021, Biochange Group / EUIPO - mysuperbrand (medical beauty research) (T-98/20) ECLI:EU:T:2021:69"
T-99/20,"Judgment of 10 March 2021, Golvabia Innovation / EUIPO (MaxWear) (T-99/20) ECLI:EU:T:2021:120"
T-100/20,"Order of 14 October 2021, Junqueras i Vies / Parliament (T-100/20) ECLI:EU:T:2021:728APPEAL :  C-824/21"
T-101/20,"Judgment of 15 September 2021, Ilunga Luyoyo / Council (T-101/20) ECLI:EU:T:2021:575"
T-102/20,"Judgment of 15 September 2021, Kampete / Council (T-102/20) ECLI:EU:T:2021:577"
T-103/20,"Judgment of 15 September 2021, Mutondo / Council (T-103/20) ECLI:EU:T:2021:578"
T-104/20,"Judgment of 15 September 2021, Ramazani Shadary / Council (T-104/20) ECLI:EU:T:2021:579"
T-105/20,"Judgment of 15 September 2021, Ruhorimbere / Council (T-105/20) ECLI:EU:T:2021:581"
T-106/20,"Judgment of 15 September 2021, Amisi Kumba / Council (T-106/20) ECLI:EU:T:2021:582"
T-107/20,"Judgment of 15 September 2021, Boshab / Council (T-107/20) ECLI:EU:T:2021:583APPEAL :  C-708/21"
T-108/20,"Removed from the register on 15 September 2020, Kahimbi Kasagwe / Council (T-108/20) ECLI:EU:T:2020:417"
T-109/20,"Judgment of 15 September 2021, Numbi / Council (T-109/20) ECLI:EU:T:2021:584"
T-110/20,"Judgment of 15 September 2021, Kanyama / Council (T-110/20) ECLI:EU:T:2021:585"
T-111/20,"Judgment of 14 December 2022, PT Wilmar Bioenergi Indonesia and others / Commission (T-111/20, PubliÃ© au Recueil numÃ©rique) ECLI:EU:T:2022:809"
T-111/20 DEP,"Order of 19 June 2024, PT Wilmar Bioenergi Indonesia and others / Commission (T-111/20 DEP) ECLI:EU:T:2024:416"
T-112/20,"Judgment of 20 October 2021, Intis / EUIPO - Televes (TELEVEND) (T-112/20) ECLI:EU:T:2021:710"
T-113/20,"Judgment of 16 March 2022, BSEF / Commission (T-113/20) ECLI:EU:T:2022:142"
T-114/20,"Judgment of 17 March 2021, AlvargonzÃ¡lez Ramos / EUIPO - Ursus-3 Capital, A.V. (URSUS Kapital) (T-114/20) ECLI:EU:T:2021:144"
T-115/20,"Judgment of 5 July 2023, Puigdemont i CasamajÃ³ and ComÃ­n i Oliveres / Parliament (T-115/20, PubliÃ© au Recueil numÃ©rique) ECLI:EU:T:2023:372APPEAL :  C-573/23"
T-116/20,"Judgment of 29 September 2021, SocietÃ  agricola Vivai Maiorana and others / Commission (T-116/20, PubliÃ© au Recueil numÃ©rique) ECLI:EU:T:2021:632"
T-117/20,"Judgment of 10 February 2021, El Corte InglÃ©s / EUIPO - MKR Design (PANTHÃ) (T-117/20) ECLI:EU:T:2021:81"
T-118/20,"Judgment of 16 December 2020, Voco / EUIPO (Forme dâun emballage) (T-118/20) ECLI:EU:T:2020:604"
T-119/20,"Judgment of 14 July 2021, IN / Eismea (T-119/20) ECLI:EU:T:2021:427"
T-120/20 AJ,"Order of 25 September 2020, IO / Commission (T-120/20 AJ)"
T-121/20,"Judgment of 6 October 2021, IP / Commission (T-121/20, PubliÃ© au Recueil numÃ©rique) ECLI:EU:T:2021:665"
T-122/20,"Judgment of 16 November 2022, Sciessent / Commission (T-122/20 and T-123/20, PubliÃ© au Recueil numÃ©rique, Pub.ext.) ECLI:EU:T:2022:712"
T-123/20,"Sciessent / Commission (T-123/20) , see Case  T-122/20"
T-124/20,"Judgment of 6 October 2021, M/S. Indeutsch International / EUIPO - 135 Kirkstall (ReprÃ©sentation de chevrons entre deux lignes parallÃ¨les) (T-124/20) ECLI:EU:T:2021:668"
T-125/20 AJ,"Order of 7 May 2020, IQ / Amtsgericht Frankfurt am Main and Oberlandesgericht Frankfurt am Main (T-125/20 AJ)"
T-126/20,"Judgment of 14 December 2022, Autoridad Portuaria de Bilbao / Commission (T-126/20) ECLI:EU:T:2022:812APPEAL :  C-110/13"
T-127/20,"Judgment of 15 September 2021, France / ECHA (T-127/20) ECLI:EU:T:2021:572"
T-128/20,"Judgment of 22 September 2021, Collibra / EUIPO - Dietrich (COLLIBRA) (T-128/20 and T-129/20, PubliÃ© au Recueil numÃ©rique) ECLI:EU:T:2021:603APPEAL :  C-730/21"
T-129/20,"Collibra / EUIPO - Dietrich (collibra) (T-129/20) , see Case  T-128/20"
T-130/20,"Judgment of 9 June 2021, Philip Morris Products / EUIPO (SIENNA SELECTION) (T-130/20) ECLI:EU:T:2021:341"
T-131/20,"Judgment of 2 September 2020, IR / Commission (T-131/20) ECLI:EU:T:2020:381"
T-132/20,"Order of 4 March 2021, NEC OncoImmunity / EASME (T-132/20) ECLI:EU:T:2021:117"
T-133/20,"Removed from the register on 7 May 2020, Bunge Loders Croklaan / EUIPO - Affinity Petcare (VITAVANCE) (T-133/20) ECLI:EU:T:2020:214"
T-134/20,"Judgment of 2 March 2022, Huhtamaki / Commission (T-134/20) ECLI:EU:T:2022:100"
T-135/20,"Order of 26 February 2021, Vulkano Research and Development / EUIPO - Ega (EGA Master) (T-135/20) ECLI:EU:T:2021:115"
T-136/20,"Order of 11 November 2021, Ardex / EUIPO - Chen (ArtiX PAINTS) (T-136/20) ECLI:EU:T:2021:808"
T-137/20 AJ,"Order of 19 August 2020, IS / Belgium and others (T-137/20 AJ)"
T-138/20,"Judgment of 14 December 2022, PT Ciliandra Perkasa / Commission (T-138/20) ECLI:EU:T:2022:810"
T-139/20,"Removed from the register on 29 April 2021, Applia / Commission (T-139/20) ECLI:EU:T:2021:247"
T-140/20,"Removed from the register on 29 April 2021, Applia / Commission (T-140/20) ECLI:EU:T:2021:248"
T-141/20,"Pending Case, Applia / Commission (T-141/20) ECLI:EU:T:2021:249"
T-142/20,"Removed from the register on 29 April 2021, Applia / Commission (T-142/20) ECLI:EU:T:2021:250"
T-143/20,"Judgment of 14 December 2022, PT Pelita Agung Agrindustri and PT Permata Hijau Palm Oleo / Commission (T-143/20, PubliÃ© au Recueil numÃ©rique) ECLI:EU:T:2022:811APPEAL :  C-112/23"
T-144/20,"Judgment of 8 June 2022, Guangxi Xin Fu Yuan / Commission (T-144/20) ECLI:EU:T:2022:346"
T-145/20,"Order of 14 July 2020, IV / Commission (T-145/20) ECLI:EU:T:2020:351"
T-146/20 R,"Order of 4 May 2020, Csordas and others / Commission (T-146/20 R) ECLI:EU:T:2020:172"
T-146/20,"Order of 28 July 2021, Csordas and others / Commission (T-146/20) ECLI:EU:T:2021:501"
T-147/20 AJ,"Order of 29 September 2020, IU / Parliament and others (T-147/20 AJ)"
T-148/20,"Order of 19 January 2022, FC / EASO (T-148/20) ECLI:EU:T:2022:30"
T-149/20 AJ,"Order of 1 April 2020, IW / Instituto Nacional de la Seguridad Social (T-149/20 AJ)"
T-150/20 R,"Order of 30 June 2020, Tartu Agro / Commission (T-150/20 R) ECLI:EU:T:2020:299"
T-150/20,"Judgment of 13 July 2022, Tartu Agro / Commission (T-150/20, PubliÃ© au Recueil numÃ©rique) ECLI:EU:T:2022:443"
T-151/20,"Judgment of 11 May 2022, Czech Republic / Commission (T-151/20, PubliÃ© au Recueil numÃ©rique) ECLI:EU:T:2022:281APPEAL :  C-494/22"
T-152/20,"Judgment of 2 December 2020, BSH HausgerÃ¤te / EUIPO (Home Connect) (T-152/20) ECLI:EU:T:2020:584APPEAL :  C-67/21"
T-153/20,"Judgment of 10 February 2021, Bachmann / EUIPO (LIGHTYOGA) (T-153/20) ECLI:EU:T:2021:70"
T-154/20,"Judgment of 8 September 2021, IY / Parliament (T-154/20) ECLI:EU:T:2021:549"
T-155/20,"Judgment of 8 September 2021, IZ / Parliament (T-155/20) ECLI:EU:T:2021:550"
T-156/20,"Judgment of 8 September 2021, JA / Parliament (T-156/20) ECLI:EU:T:2021:551"
T-157/20,"Judgment of 10 February 2021, Bachmann / EUIPO (LICHTYOGA) (T-157/20) ECLI:EU:T:2021:71"
T-158/20,"Order of 21 May 2021, TrekStor / EUIPO - Yuneec Europe (Breeze) (T-158/20) ECLI:EU:T:2021:288"
T-159/20,"Judgment of 21 December 2021, Hamers / Cedefop (T-159/20) ECLI:EU:T:2021:913APPEAL :  C-111/22"
T-159/20 RENV,"Judgment of 7 May 2025, Hamers / Cedefop (T-159/20 RENV) ECLI:EU:T:2025:444"
T-159/20 RENV-DEP,"Pending Case, Hamers / Cedefop (T-159/20 RENV-DEP)"
T-160/20,"Order of 17 March 2021, 3M Belgium / ECHA (T-160/20, PubliÃ© au Recueil numÃ©rique) ECLI:EU:T:2021:149"
T-161/20,"Order of 17 December 2020, Ighoga Region 10 / Commission (T-161/20) ECLI:EU:T:2020:652"
T-162/20 R,"Order of 12 August 2020, UPL Europe and Indofil Industries (Netherlands) / EFSA (T-162/20 R) ECLI:EU:T:2020:366"
T-162/20,"Removed from the register on 11 March 2021, UPL Europe and Indofil Industries (Netherlands) / EFSA (T-162/20) ECLI:EU:T:2021:169"
T-163/20 R et T-163/20 R II,"Order of 25 May 2020, Isopix / Parliament (T-163/20 R et T-163/20 R II) ECLI:EU:T:2020:215"
T-163/20,"Order of 29 October 2020, Isopix / Parliament (T-163/20) ECLI:EU:T:2020:527"
T-163/20 DEP,"Order of 7 September 2021, Isopix / Parliament (T-163/20 DEP, PubliÃ© au Recueil numÃ©rique, Pub.ext.) ECLI:EU:T:2021:536"
T-164/20,"Judgment of 1 February 2023, BG / Parliament (T-164/20) ECLI:EU:T:2023:35"
T-165/20 AJ,"Order of 9 September 2020, JC / EUCAP Somalia (T-165/20 AJ)"
T-165/20,"Judgment of 13 July 2022, JC / EUCAP Somalia (T-165/20, PubliÃ© au Recueil numÃ©rique, Pub.ext.) ECLI:EU:T:2022:453"
T-165/20 DEP,"Order of 29 June 2023, JC / EUCAP Somalia (T-165/20 DEP) ECLI:EU:T:2023:368"
T-166/20,"Removed from the register on 20 January 2021, JD / EIB (T-166/20) ECLI:EU:T:2021:32"
T-167/20,"Judgment of 12 May 2021, Tornado Boats International / EUIPO - Haygreen (TORNADO) (T-167/20) ECLI:EU:T:2021:257"
T-168/20,"Judgment of 24 March 2021, Creaton South-East Europe / EUIPO - Henkel (CREATHERM) (T-168/20) ECLI:EU:T:2021:160"
T-169/20,"Judgment of 22 September 2021, Marina Yachting Brand Management / EUIPO - Industries Sportswear (MARINA YACHTING) (T-169/20, PubliÃ© au Recueil numÃ©rique) ECLI:EU:T:2021:609APPEAL :  C-743/21"
T-170/20,"Judgment of 14 July 2021, Rochefort / Parliament (T-170/20) ECLI:EU:T:2021:437"
T-171/20,"Judgment of 14 July 2021, Rochefort / Parliament (T-171/20) ECLI:EU:T:2021:438"
T-172/20,"Judgment of 14 July 2021, Rochefort / Parliament (T-172/20) ECLI:EU:T:2021:439"
T-173/20,"Judgment of 22 September 2021, Henry Cotton's Brand Management / EUIPO - Industries Sportswear (Henry Cottonâs) (T-173/20) ECLI:EU:T:2021:610APPEAL :  C-744/21"
T-174/20,"Order of 19 November 2020, Comune di Stintino / Commission (T-174/20) ECLI:EU:T:2020:551"
T-175/20,"Judgment of 24 March 2021, Laboratorios Ern / EUIPO - Sanolie (SANOLIE) (T-175/20) ECLI:EU:T:2021:165"
T-176/20,"Order of 11 February 2021, Sam McKnight / EUIPO - Carolina Herrera (COOL GIRL) (T-176/20) ECLI:EU:T:2021:94"
T-177/20,"Judgment of 2 June 2021, Himmel / EUIPO - Ramirez Monfort (Hispano Suiza) (T-177/20, PubliÃ© au Recueil numÃ©rique) ECLI:EU:T:2021:312"
T-178/20,"Judgment of 12 May 2021, Bavaria Weed / EUIPO (BavariaWeed) (T-178/20) ECLI:EU:T:2021:259"
T-179/20,"Judgment of 6 July 2022, JP / Commission (T-179/20) ECLI:EU:T:2022:423"
T-180/20,"Order of 6 October 2020, Sharpston / Council and ConfÃ©rence des ReprÃ©sentants des Gouvernements des Ãtats membres (T-180/20) ECLI:EU:T:2020:473APPEAL :  C-684/20"
T-181/20,"Judgment of 14 July 2021, Griba / OCVV (Stark Gugger) (T-181/20) ECLI:EU:T:2021:440"
T-182/20,"Judgment of 14 July 2021, Griba / OCVV (Gala Perathoner) (T-182/20) ECLI:EU:T:2021:441"
T-183/20,"Judgment of 2 June 2021, Schneider / EUIPO - Raths (Teslaplatte) (T-183/20) ECLI:EU:T:2021:314"
T-184/20,"Order of 6 October 2020, Sharpston / Court of Justice de l'Union europÃ©enne (T-184/20) ECLI:EU:T:2020:474"
T-185/20,"Order of 1 December 2020, Tikal Marine Systems / EUIPO - Ultra Safety Systems (Tikal Tef-Gel) (T-185/20) ECLI:EU:T:2020:586"
T-186/20,"Judgment of 17 March 2021, Chatwal / EUIPO - Timehouse Capital (THE TIME) (T-186/20) ECLI:EU:T:2021:147"
T-186/20,"Order of 14 October 2022, Chatwal / EUIPO - Timehouse Capital (THE TIME) (T-186/20) ECLI:EU:T:2022:668"
T-187/20,"Judgment of 16 June 2021, Davide Groppi / EUIPO - Viabizzuno (Lampe de table) (T-187/20, PubliÃ© au Recueil numÃ©rique) ECLI:EU:T:2021:363APPEAL :  C-490/21"
T-188/20,"Removed from the register on 10 February 2021, Close and Cegelec / Parliament (T-188/20) ECLI:EU:T:2021:87"
T-189/20,"Removed from the register on 13 January 2021, Chiquita Brands / EUIPO - Fyffes International (HOYA) (T-189/20) ECLI:EU:T:2021:10"
T-190/20,"Judgment of 9 December 2020, Almea / EUIPO - Sanacorp Pharmahandel (Almea) (T-190/20) ECLI:EU:T:2020:597"
T-191/20,"Judgment of 28 April 2021, FCA Italy / EUIPO - Bettag (Pandem) (T-191/20) ECLI:EU:T:2021:226APPEAL :  C-360/21"
T-192/20,"Order of 1 December 2020, Tikal Marine Systems / EUIPO - Ultra Safety Systems (Ultra Tef-Gel) (T-192/20) ECLI:EU:T:2020:587"
T-193/20,"Judgment of 10 November 2021, Eternit / EUIPO - Eternit Ãsterreich (Panneau de construction) (T-193/20, PubliÃ© au Recueil numÃ©rique) ECLI:EU:T:2021:782"
T-194/20,"Judgment of 13 July 2022, JF / EUCAP Somalia (T-194/20, PubliÃ© au Recueil numÃ©rique) ECLI:EU:T:2022:454"
T-195/20,"Judgment of 22 September 2021, Sociedade da Ãgua de Monchique / EUIPO - Ventura Vendrell (chic ÃGUA ALCALINA 9,5 PH) (T-195/20, PubliÃ© au Recueil numÃ©rique) ECLI:EU:T:2021:601"
T-196/20,"Judgment of 16 June 2021, Chanel / EUIPO - Innovative Cosmetic Concepts (INCOCO) (T-196/20) ECLI:EU:T:2021:365APPEAL :  C-523/21"
T-197/20 AJ,"Order of 31 July 2020, JT / EUIPO (T-197/20 AJ)"
T-197/20,"Judgment of 14 July 2021, JT / EUIPO - Carrasco Pirard (QUILAPAYÃN) (T-197/20) ECLI:EU:T:2021:429"
T-198/20,"Order of 8 June 2021, Shindler and others / Council (T-198/20, PubliÃ© au Recueil numÃ©rique) ECLI:EU:T:2021:348APPEAL :  C-501/21"
T-199/20,"Order of 15 January 2021, Aldi Stores / EUIPO - Dualit (Forme d'un grille-pain) (T-199/20) ECLI:EU:T:2021:11"
T-200/20,"Judgment of 14 June 2023, Stone Brewing / EUIPO - Molson Coors Brewing Company (UK) (STONE BREWING) (T-200/20) ECLI:EU:T:2023:330"
T-200/20 DEP,"Order of 19 June 2024, Stone Brewing / EUIPO - Molson Coors Brewing Company (UK) (STONE BREWING) (T-200/20 DEP) ECLI:EU:T:2024:408"
T-201/20,"Judgment of 14 April 2021, Berebene / EUIPO - Consorzio vino Chianti Classico (GHISU) (T-201/20) ECLI:EU:T:2021:192"
T-202/20,"Order of 23 April 2021, Target Brands / EUIPO - The a.r.t. company b&s (ART CLASS) (T-202/20) ECLI:EU:T:2021:232"
T-203/20,"Judgment of 22 September 2021, Al-Imam / Council (T-203/20, PubliÃ© au Recueil numÃ©rique, Pub.ext.) ECLI:EU:T:2021:605"
T-204/20,"Judgment of 30 June 2021, Zoom / EUIPO - Facetec (ZOOM) (T-204/20) ECLI:EU:T:2021:391"
T-205/20,"Judgment of 7 July 2021, Frommer / EUIPO - Minerva (I-cosmetics) (T-205/20) ECLI:EU:T:2021:414"
T-206/20 AJ,"Order of 27 April 2020, JG / Ibercaja Banco (T-206/20 AJ)"
T-207/20,"Judgment of 15 September 2021, Residencial Palladium / EUIPO - Palladium Gestion (PALLADIUM HOTELS & RESORTS) (T-207/20, PubliÃ© au Recueil numÃ©rique) ECLI:EU:T:2021:587"
T-208/20,"Order of 19 October 2021, JH / Europol (T-208/20) ECLI:EU:T:2021:726"
T-209/20 AJ,"Order of 24 August 2020, XH / Commission (T-209/20 AJ)"
T-210/20,"Judgment of 20 October 2021, Square / EUIPO ($ Cash App) (T-210/20) ECLI:EU:T:2021:711"
T-211/20,"Judgment of 20 October 2021, Square / EUIPO ($ Cash App) (T-211/20) ECLI:EU:T:2021:712"
T-212/20,"Order of 6 September 2023, Gaz-System / ACER (T-212/20) ECLI:EU:T:2023:525"
T-212/20 REC,"Order of 16 November 2023, Gaz-System / ACER (T-212/20 REC) ECLI:EU:T:2023:729"
T-213/20,"Order of 1 September 2020, Anthrakefs / Commission and JI (T-213/20) ECLI:EU:T:2020:384"
T-214/20,"Order of 1 September 2020, Anthrakefs / Commission and JI (T-214/20) ECLI:EU:T:2020:385"
T-215/20,"Judgment of 16 June 2021, Fidia farmaceutici / EUIPO - Ioulia and Irene Tseti Pharmaceutical Laboratories (HYAL) (T-215/20) ECLI:EU:T:2021:371"
T-216/20,"Order of 1 September 2020, Vysoka / Commission and others (T-216/20) ECLI:EU:T:2020:386"
T-217/20,"Judgment of 7 September 2022, Greece / Commission (T-217/20) ECLI:EU:T:2022:508"
T-218/20,"Judgment of 10 November 2021, Alkattan / Council (T-218/20) ECLI:EU:T:2021:765"
T-219/20,"Judgment of 13 October 2021, JK / Commission (T-219/20) ECLI:EU:T:2021:690"
T-220/20,"Judgment of 20 October 2021, Kerstens / Commission (T-220/20, PubliÃ© au Recueil numÃ©rique) ECLI:EU:T:2021:716"
T-220/20 DEP,"Order of 25 January 2023, Kerstens / Commission (T-220/20 DEP) ECLI:EU:T:2023:23"
T-221/20,"Order of 23 April 2021, Target Brands / EUIPO - The a.r.t. company b&s (art class) (T-221/20) ECLI:EU:T:2021:234"
T-222/20,"Removed from the register on 27 October 2020, CH and CN / Parliament (T-222/20) ECLI:EU:T:2020:528"
T-223/20,"Judgment of 13 November 2024, Orion / Commission (T-223/20, PubliÃ© au Recueil numÃ©rique) ECLI:EU:T:2024:822"
T-224/20,"Judgment of 15 December 2021, FT and others / Commission (T-224/20) ECLI:EU:T:2021:898APPEAL :  C-168/22"
T-225/20,"Judgment of 15 December 2021, FJ and others / SEAE (T-225/20) ECLI:EU:T:2021:899APPEAL :  C-170/22"
T-226/20,"Judgment of 17 March 2021, Steinel / EUIPO (MobileHeat) (T-226/20) ECLI:EU:T:2021:148"
T-227/20,"Judgment of 30 June 2021, Biovene Cosmetics / EUIPO - EugÃ¨ne Perma France (BIOVÃNE BARCELONA) (T-227/20) ECLI:EU:T:2021:395"
T-227/20 DEP,"Order of 13 December 2022, Biovene Cosmetics / EUIPO - EugÃ¨ne Perma France (BIOVÃNE BARCELONA) (T-227/20 DEP and T-232/20 DEP) ECLI:EU:T:2022:830"
T-228/20,"Order of 1 September 2020, Anthrakefs / Germany and Freistaat Bayern (T-228/20) ECLI:EU:T:2020:387"
T-229/20 AJ,"Order of 30 September 2020, JN / EASME (T-229/20 AJ)"
T-230/20 R,"Order of 8 February 2021, PNB Banka / ECB (T-230/20 R) ECLI:EU:T:2021:68"
T-230/20,"Judgment of 7 December 2022, PNB Banka / ECB (T-230/20) ECLI:EU:T:2022:782APPEAL :  C-102/23"
T-231/20 R,"Order of 24 June 2020, Price / Council (T-231/20 R) ECLI:EU:T:2020:280APPEAL :  C-298/20"
T-231/20,"Order of 8 June 2021, Price / Council (T-231/20) ECLI:EU:T:2021:349APPEAL :  C-502/21"
T-232/20,"Judgment of 30 June 2021, Biovene Cosmetics / EUIPO - EugÃ¨ne Perma France (BIOVÃNE) (T-232/20) ECLI:EU:T:2021:396"
T-232/20 DEP,"Biovene Cosmetics / EUIPO - EugÃ¨ne Perma France (BIOVÃNE) (T-232/20 DEP) , see Case  T-227/20 DEP"
T-233/20,"Order of 25 May 2021, Rochem Group / EUIPO - Rochem Marine (R.T.S. ROCHEM Technical Services) (T-233/20) ECLI:EU:T:2021:296"
T-234/20,"Order of 8 December 2022, HB / EIB (T-234/20) ECLI:EU:T:2022:797"
T-235/20 AJ,"Order of 2 June 2020, JO / DÃ©partement de Meurthe-et-Moselle (T-235/20 AJ)"
T-236/20 AJ,"Order of 2 June 2020, JO / CAF de Meurthe-et-Moselle (T-236/20 AJ)"
T-237/20 AJ,"Order of 2 June 2020, JO / CAF de Meurthe-et-Moselle (T-237/20 AJ)"
T-238/20,"Judgment of 17 February 2021, Ryanair / Commission (T-238/20, PubliÃ© au Recueil numÃ©rique) ECLI:EU:T:2021:91APPEAL :  C-209/21"
T-239/20,"Judgment of 10 November 2021, Stada Arzneimittel / EUIPO - Pfizer (RUXXIMLA) (T-239/20) ECLI:EU:T:2021:771"
T-239/20 DEP,"Order of 13 December 2022, Stada Arzneimittel / EUIPO - Pfizer (RUXXIMLA) (T-239/20 DEP) ECLI:EU:T:2022:820"
T-240/20,"Judgment of 15 September 2021, Arnaoutakis / Parliament (T-240/20 to T-245/20) ECLI:EU:T:2021:590APPEALS :  C-715/21 C-716/21"
T-241/20,"Susta / Parliament (T-241/20) , see Case  T-240/20"
T-242/20,"Frutos Gama / Parliament (T-242/20) , see Case  T-240/20"
T-243/20,"Galeote / Parliament (T-243/20) , see Case  T-240/20"
T-244/20,"Marques / Parliament (T-244/20) , see Case  T-240/20"
T-245/20,"Watson / Parliament (T-245/20) , see Case  T-240/20"
T-246/20,"Judgment of 6 July 2022, Aerospinning Master Franchising / EUIPO - Mad Dogg Athletics (SPINNING) (T-246/20) ECLI:EU:T:2022:428"
T-247/20,"Judgment of 8 December 2021, JP / Commission (T-247/20) ECLI:EU:T:2021:871"
T-248/20,"Judgment of 10 November 2021, Stada Arzneimittel / EUIPO - Pfizer (RUXYMLA) (T-248/20) ECLI:EU:T:2021:772"
T-248/20 DEP,"Order of 13 December 2022, Stada Arzneimittel / EUIPO - Pfizer (RUXYMLA) (T-248/20 DEP) ECLI:EU:T:2022:829"
T-249/20,"Judgment of 16 March 2022, Sabra / Council (T-249/20, PubliÃ© au Recueil numÃ©rique) ECLI:EU:T:2022:140"
T-250/20,"Judgment of 22 September 2021, Moviescreens Rental / EUIPO - the airscreen company (AIRSCREEN) (T-250/20) ECLI:EU:T:2021:602"
T-251/20,"Order of 8 March 2021, KG / Parliament (T-251/20) ECLI:EU:T:2021:130"
T-252/20,"Order of 8 June 2021, Silver and others / Council (T-252/20, PubliÃ© au Recueil numÃ©rique) ECLI:EU:T:2021:347APPEAL :  C-499/21"
T-253/20,"Judgment of 20 January 2021, Oatly / EUIPO (IT'S LIKE MILK BUT MADE FOR HUMANS) (T-253/20) ECLI:EU:T:2021:21"
T-254/20,"Judgment of 6 October 2021, Kondyterska korporatsiia ""Roshen"" / EUIPO - Krasnyj Octyabr (ReprÃ©sentation d'un homard) (T-254/20) ECLI:EU:T:2021:650"
T-255/20,"Order of 14 December 2020, ClientEarth / Commission (T-255/20) ECLI:EU:T:2020:642"
T-256/20,"Judgment of 19 May 2021, Steinel / EUIPO (GluePro) (T-256/20) ECLI:EU:T:2021:279"
T-257/20,"Order of 17 November 2020, GonzÃ¡lez Calvet / CRU (T-257/20) ECLI:EU:T:2020:541APPEAL :  C-27/21"
T-258/20,"Judgment of 3 February 2021, Klymenko / Council (T-258/20, PubliÃ© au Recueil numÃ©rique) ECLI:EU:T:2021:52"
T-259/20,"Judgment of 17 February 2021, Ryanair / Commission (T-259/20, PubliÃ© au Recueil numÃ©rique) ECLI:EU:T:2021:92APPEAL :  C-210/21"
T-260/20,"Pending Case, Da Silva Carreira / Commission (T-260/20) ECLI:EU:T:2021:274"
T-261/20,"Order of 25 May 2021, Rochem Group / EUIPO - Rochem Marine (ROCHEM) (T-261/20) ECLI:EU:T:2021:297"
T-262/20,"Order of 25 May 2021, Rochem Group / EUIPO - Rochem Marine (ROCHEM) (T-262/20) ECLI:EU:T:2021:298"
T-263/20,"Order of 25 May 2021, Rochem Group / EUIPO - Rochem Marine (R.T.S. ROCHEM Technical Services) (T-263/20) ECLI:EU:T:2021:299"
T-264/20 AJ,"Order of 19 May 2020, JQ / SCP Group and Metro (T-264/20 AJ)"
T-265/20,"Judgment of 1 December 2021, JR / Commission (T-265/20, PubliÃ© au Recueil numÃ©rique) ECLI:EU:T:2021:850"
T-266/20,"Judgment of 9 June 2021, Global Chartered Controller Institute / EUIPO - CFA Institute (CCA CHARTERED CONTROLLER ANALYST CERTIFICATE) (T-266/20) ECLI:EU:T:2021:342"
T-267/20,"Judgment of 7 July 2021, Arbuzov / Council (T-267/20) ECLI:EU:T:2021:417"
T-268/20,"Judgment of 7 July 2021, Pshonka / Council (T-268/20) ECLI:EU:T:2021:418"
T-269/20,"Judgment of 7 July 2021, Pshonka / Council (T-269/20) ECLI:EU:T:2021:419"
T-270/20,"Judgment of 19 October 2022, JS / CRU (T-270/20) ECLI:EU:T:2022:651"
T-271/20,"Judgment of 19 October 2022, JS / CRU (T-271/20) ECLI:EU:T:2022:652"
T-272/20,"Order of 19 June 2020, Camping La Belle VallÃ©e / Gemeinde BÃ¼tgenbach (T-272/20) ECLI:EU:T:2020:297"
T-273/20,"Order of 7 July 2020, Vasilev / Bulgaria (T-273/20) ECLI:EU:T:2020:332APPEAL :  C-320/20"
T-274/20,"Judgment of 15 September 2021, MHCS / EUIPO - Lidl Stiftung (Nuance de couleur orange) (T-274/20) ECLI:EU:T:2021:592"
T-275/20,"Judgment of 23 November 2022, WestfÃ¤lische Drahtindustrie and others / Commission (T-275/20, PubliÃ© au Recueil numÃ©rique) ECLI:EU:T:2022:723APPEAL :  C-70/23"
T-276/20,"Judgment of 20 January 2021, Crevier / EUIPO (DÃ©sodorisant d'air) (T-276/20) ECLI:EU:T:2021:26"
T-277/20,"Order of 6 September 2021, MKB Multifunds / Commission (T-277/20) ECLI:EU:T:2021:560APPEAL :  C-665/21"
T-278/20,"Judgment of 6 July 2022, Zhejiang Hangtong Machinery Manufacture and Ningbo Hi-Tech Zone Tongcheng Auto Parts / Commission (T-278/20, PubliÃ© au Recueil numÃ©rique, Pub.ext.) ECLI:EU:T:2022:417"
T-279/20,"Judgment of 23 November 2022, CWS Powder Coatings / Commission (T-279/20, T-283/20 and T-288/20, PubliÃ© au Recueil numÃ©rique) ECLI:EU:T:2022:725APPEAL :  C-71/23"
T-280/20,"Order of 6 December 2022, CX / Commission (T-280/20) ECLI:EU:T:2022:796"
T-281/20 AJ,"Order of 30 September 2020, KC / Commission (T-281/20 AJ)"
T-282/20,"Judgment of 21 April 2021, Apologistics / EUIPO - Kerckhoff (APO) (T-282/20) ECLI:EU:T:2021:212APPEAL :  C-369/21"
T-283/20,"Billions Europe and others / Commission (T-283/20) , see Case  T-279/20"
